Timestamp;Capacidad disponible;Capacidad utilizada;% Memoria utilizada;;;
834;10403788;897388;7.940660335;;;
835;10403788;897388;7.940660335;;;
836;10403788;897388;7.940660335;;;
837;10403788;897388;7.940660335;;;
838;10403788;897388;7.940660335;;;
839;10403788;897388;7.940660335;;;
840;10403788;897388;7.940660335;;;
841;10403788;897388;7.940660335;;;
842;10403788;897388;7.940660335;;;
843;10403788;897388;7.940660335;;;
844;10403788;897388;7.940660335;;;
845;10403788;897388;7.940660335;;;
846;10403788;897388;7.940660335;;;
847;10403788;897388;7.940660335;;;
848;10403788;897388;7.940660335;;;
849;10403788;897388;7.940660335;;;
850;10403788;897388;7.940660335;;;
851;10403788;897388;7.940660335;;;
852;10403788;897388;7.940660335;;;
853;10403788;897388;7.940660335;;;
854;10403788;897388;7.940660335;;;
855;10403788;897388;7.940660335;;;
856;10403664;897512;7.941757566;;;
857;10403664;897512;7.941757566;;;
858;10403664;897512;7.941757566;;;
859;10403664;897512;7.941757566;;;
860;10403664;897512;7.941757566;;;
861;10403664;897512;7.941757566;;;
862;10403664;897512;7.941757566;;;
863;10403664;897512;7.941757566;;;
864;10403664;897512;7.941757566;;;
865;10403664;897512;7.941757566;;;
866;10403664;897512;7.941757566;;;
867;10403664;897512;7.941757566;;;
868;10403680;897496;7.941615988;;;
869;10403680;897496;7.941615988;;;
870;10403664;897512;7.941757566;;;
871;10403656;897520;7.941828355;;;
872;10403656;897520;7.941828355;;;
873;10403656;897520;7.941828355;;;
874;10403656;897520;7.941828355;;;
875;10403656;897520;7.941828355;;;
876;10403656;897520;7.941828355;;;
877;10403656;897520;7.941828355;;;
878;10403656;897520;7.941828355;;;
879;10403656;897520;7.941828355;;;
880;10403656;897520;7.941828355;;;
881;10403656;897520;7.941828355;;;
882;10403656;897520;7.941828355;;;
883;10403656;897520;7.941828355;;;
884;10403656;897520;7.941828355;;;
885;10403656;897520;7.941828355;;;
886;10403656;897520;7.941828355;;;
887;10403656;897520;7.941828355;;;
888;10403656;897520;7.941828355;;;
889;10403656;897520;7.941828355;;;
890;10403656;897520;7.941828355;;;
891;10403656;897520;7.941828355;;;
892;10403656;897520;7.941828355;;;
893;10403656;897520;7.941828355;;;
894;10403656;897520;7.941828355;;;
895;10403656;897520;7.941828355;;;
896;10403656;897520;7.941828355;;;
897;10403656;897520;7.941828355;;;
898;10403648;897528;7.941899144;;;
899;10403648;897528;7.941899144;;;
900;10403648;897528;7.941899144;;;
901;10403648;897528;7.941899144;;;
902;10403648;897528;7.941899144;;;
903;10403648;897528;7.941899144;;;
904;10403648;897528;7.941899144;;;
905;10403656;897520;7.941828355;;;
906;10403656;897520;7.941828355;;;
907;10403628;897548;7.942076117;;;
908;10403796;897380;7.940589546;;;
909;10403540;897636;7.942854797;;;
910;10403408;897768;7.944022817;;;
911;10403408;897768;7.944022817;;;
912;10403408;897768;7.944022817;;;
913;10403408;897768;7.944022817;;;
914;10403408;897768;7.944022817;;;
915;10403408;897768;7.944022817;;;
916;10403400;897776;7.944093606;;;
917;10403400;897776;7.944093606;;;
918;10403400;897776;7.944093606;;;
919;10403400;897776;7.944093606;;;
920;10403400;897776;7.944093606;;;
921;10403400;897776;7.944093606;;;
922;10403400;897776;7.944093606;;;
923;10403400;897776;7.944093606;;;
924;10403400;897776;7.944093606;;;
925;10403400;897776;7.944093606;;;
926;10403400;897776;7.944093606;;;
927;10403400;897776;7.944093606;;;
928;10403408;897768;7.944022817;;;
929;10403408;897768;7.944022817;;;
930;10403408;897768;7.944022817;;;
931;10403408;897768;7.944022817;;;
932;10403408;897768;7.944022817;;;
933;10403408;897768;7.944022817;;;
934;10403284;897892;7.945120048;;;
935;10403284;897892;7.945120048;;;
936;10403284;897892;7.945120048;;;
937;10403284;897892;7.945120048;;;
938;10403400;897776;7.944093606;;;
939;10403400;897776;7.944093606;;;
940;10403400;897776;7.944093606;;;
941;10403400;897776;7.944093606;;;
942;10403400;897776;7.944093606;;;
943;10403400;897776;7.944093606;;;
944;10403400;897776;7.944093606;;;
945;10403400;897776;7.944093606;;;
946;10403400;897776;7.944093606;;;
947;10403400;897776;7.944093606;;;
948;10403400;897776;7.944093606;;;
949;10403400;897776;7.944093606;;;
950;10403400;897776;7.944093606;;;
951;10403400;897776;7.944093606;;;
952;10403400;897776;7.944093606;;;
953;10403400;897776;7.944093606;;;
954;10403400;897776;7.944093606;;;
955;10403400;897776;7.944093606;;;
956;10403400;897776;7.944093606;;;
957;10403408;897768;7.944022817;;;
958;10403408;897768;7.944022817;;;
959;10403408;897768;7.944022817;;;
960;10403408;897768;7.944022817;;;
961;10403276;897900;7.945190837;;;
962;10403276;897900;7.945190837;;;
963;10403716;897460;7.941297437;;;
964;10403788;897388;7.940660335;;;
965;10403648;897528;7.941899144;;;
966;10403648;897528;7.941899144;;;
967;10403648;897528;7.941899144;;;
968;10403648;897528;7.941899144;;;
969;10403648;897528;7.941899144;;;
970;10403648;897528;7.941899144;;;
971;10403648;897528;7.941899144;;;
972;10403656;897520;7.941828355;;;
973;10403656;897520;7.941828355;;;
974;10403656;897520;7.941828355;;;
975;10403656;897520;7.941828355;;;
976;10403656;897520;7.941828355;;;
977;10403656;897520;7.941828355;;;
978;10403656;897520;7.941828355;;;
979;10403656;897520;7.941828355;;;
980;10403656;897520;7.941828355;;;
981;10403656;897520;7.941828355;;;
982;10403656;897520;7.941828355;;;
983;10403656;897520;7.941828355;;;
984;10403656;897520;7.941828355;;;
985;10403656;897520;7.941828355;;;
986;10403656;897520;7.941828355;;;
987;10403656;897520;7.941828355;;;
988;10403656;897520;7.941828355;;;
989;10403656;897520;7.941828355;;;
990;10403656;897520;7.941828355;;;
991;10403656;897520;7.941828355;;;
992;10403656;897520;7.941828355;;;
993;10403656;897520;7.941828355;;;
994;10403656;897520;7.941828355;;;
995;10403656;897520;7.941828355;;;
996;10403656;897520;7.941828355;;;
997;10403656;897520;7.941828355;;;
998;10403648;897528;7.941899144;;;
999;10403648;897528;7.941899144;;;
1000;10403648;897528;7.941899144;;;
1001;10403648;897528;7.941899144;;;
1002;10403648;897528;7.941899144;;;
1003;10403648;897528;7.941899144;;;
1004;10403748;897428;7.94101428;;;
1005;10403772;897404;7.940801913;;;
1006;10403772;897404;7.940801913;;;
1007;10403772;897404;7.940801913;;;
1008;10403772;897404;7.940801913;;;
1009;10403772;897404;7.940801913;;;
1010;10403772;897404;7.940801913;;;
1011;10403772;897404;7.940801913;;;
1012;10403772;897404;7.940801913;;;
1013;10403772;897404;7.940801913;;;
1014;10404092;897084;7.937970349;;;
1015;10404416;896760;7.935103391;;;
1016;10403996;897180;7.938819818;;;
1017;10403996;897180;7.938819818;;;
1018;10403996;897180;7.938819818;;;
1019;10404052;897124;7.938324295;;;
1020;10404052;897124;7.938324295;;;
1021;10404052;897124;7.938324295;;;
1022;10404052;897124;7.938324295;;;
1023;10404052;897124;7.938324295;;;
1024;10404052;897124;7.938324295;;;
1025;10403928;897248;7.939421526;;;
1026;10403928;897248;7.939421526;;;
1027;10403928;897248;7.939421526;;;
1028;10403928;897248;7.939421526;;;
1029;10403928;897248;7.939421526;;;
1030;10403928;897248;7.939421526;;;
1031;10403928;897248;7.939421526;;;
1032;10403928;897248;7.939421526;;;
1033;10403928;897248;7.939421526;;;
1034;10403928;897248;7.939421526;;;
1035;10403928;897248;7.939421526;;;
1036;10403928;897248;7.939421526;;;
1037;10403928;897248;7.939421526;;;
1038;10403928;897248;7.939421526;;;
1039;10403928;897248;7.939421526;;;
1040;10403928;897248;7.939421526;;;
1041;10403928;897248;7.939421526;;;
1042;10403928;897248;7.939421526;;;
1043;10403928;897248;7.939421526;;;
1044;10403928;897248;7.939421526;;;
1045;10403928;897248;7.939421526;;;
1046;10403928;897248;7.939421526;;;
1047;10403928;897248;7.939421526;;;
1048;10403928;897248;7.939421526;;;
1049;10403928;897248;7.939421526;;;
1050;10403928;897248;7.939421526;;;
1051;10403928;897248;7.939421526;;;
1052;10403928;897248;7.939421526;;;
1053;10403928;897248;7.939421526;;;
1054;10403928;897248;7.939421526;;;
1055;10403928;897248;7.939421526;;;
1056;10403928;897248;7.939421526;;;
1057;10403928;897248;7.939421526;;;
1058;10403928;897248;7.939421526;;;
1059;10403928;897248;7.939421526;;;
1060;10403928;897248;7.939421526;;;
1061;10403928;897248;7.939421526;;;
1062;10403928;897248;7.939421526;;;
1063;10403928;897248;7.939421526;;;
1064;10403928;897248;7.939421526;;;
1065;10403928;897248;7.939421526;;;
1066;10403928;897248;7.939421526;;;
1067;10403928;897248;7.939421526;;;
1068;10403928;897248;7.939421526;;;
1069;10403928;897248;7.939421526;;;
1070;10403928;897248;7.939421526;;;
1071;10403928;897248;7.939421526;;;
1072;10403928;897248;7.939421526;;;
1073;10403928;897248;7.939421526;;;
1074;10403928;897248;7.939421526;;;
1075;10403928;897248;7.939421526;;;
1076;10403928;897248;7.939421526;;;
1077;10403928;897248;7.939421526;;;
1078;10403928;897248;7.939421526;;;
1079;10403928;897248;7.939421526;;;
1080;10403928;897248;7.939421526;;;
1081;10403928;897248;7.939421526;;;
1082;10403928;897248;7.939421526;;;
1083;10403928;897248;7.939421526;;;
1084;10403928;897248;7.939421526;;;
1085;10403928;897248;7.939421526;;;
1086;10403928;897248;7.939421526;;;
1087;10403928;897248;7.939421526;;;
1088;10403928;897248;7.939421526;;;
1089;10403928;897248;7.939421526;;;
1090;10403928;897248;7.939421526;;;
1091;10403928;897248;7.939421526;;;
1092;10403928;897248;7.939421526;;;
1093;10403928;897248;7.939421526;;;
1094;10403928;897248;7.939421526;;;
1095;10403928;897248;7.939421526;;;
1096;10403928;897248;7.939421526;;;
1097;10403928;897248;7.939421526;;;
1098;10403928;897248;7.939421526;;;
1099;10403928;897248;7.939421526;;;
1100;10403928;897248;7.939421526;;;
1101;10403928;897248;7.939421526;;;
1102;10403928;897248;7.939421526;;;
1103;10403928;897248;7.939421526;;;
1104;10403928;897248;7.939421526;;;
1105;10403928;897248;7.939421526;;;
1106;10403928;897248;7.939421526;;;
1107;10403928;897248;7.939421526;;;
1108;10403928;897248;7.939421526;;;
1109;10403928;897248;7.939421526;;;
1110;10403928;897248;7.939421526;;;
1111;10403928;897248;7.939421526;;;
1112;10403928;897248;7.939421526;;;
1113;10403928;897248;7.939421526;;;
1114;10403928;897248;7.939421526;;;
1115;10403928;897248;7.939421526;;;
1116;10403928;897248;7.939421526;;;
1117;10403928;897248;7.939421526;;;
1118;10403928;897248;7.939421526;;;
1119;10403928;897248;7.939421526;;;
1120;10403804;897372;7.940518757;;;
1121;10403804;897372;7.940518757;;;
1122;10403804;897372;7.940518757;;;
1123;10403812;897364;7.940447968;;;
1124;10403812;897364;7.940447968;;;
1125;10403812;897364;7.940447968;;;
1126;10403812;897364;7.940447968;;;
1127;10403812;897364;7.940447968;;;
1128;10403812;897364;7.940447968;;;
1129;10403812;897364;7.940447968;;;
1130;10403812;897364;7.940447968;;;
1131;10403812;897364;7.940447968;;;
1132;10403812;897364;7.940447968;;;
1133;10403812;897364;7.940447968;;;
1134;10403812;897364;7.940447968;;;
1135;10403812;897364;7.940447968;;;
1136;10403812;897364;7.940447968;;;
1137;10403812;897364;7.940447968;;;
1138;10403812;897364;7.940447968;;;
1139;10403812;897364;7.940447968;;;
1140;10403812;897364;7.940447968;;;
1141;10403812;897364;7.940447968;;;
1142;10403812;897364;7.940447968;;;
1143;10403812;897364;7.940447968;;;
1144;10403812;897364;7.940447968;;;
1145;10403812;897364;7.940447968;;;
1146;10403812;897364;7.940447968;;;
1147;10403812;897364;7.940447968;;;
1148;10403812;897364;7.940447968;;;
1149;10403812;897364;7.940447968;;;
1150;10403812;897364;7.940447968;;;
1151;10403812;897364;7.940447968;;;
1152;10403812;897364;7.940447968;;;
1153;10403812;897364;7.940447968;;;
1154;10403812;897364;7.940447968;;;
1155;10403812;897364;7.940447968;;;
1156;10403812;897364;7.940447968;;;
1157;10403812;897364;7.940447968;;;
1158;10403812;897364;7.940447968;;;
1159;10403812;897364;7.940447968;;;
1160;10403812;897364;7.940447968;;;
1161;10403812;897364;7.940447968;;;
1162;10403812;897364;7.940447968;;;
1163;10403812;897364;7.940447968;;;
1164;10403812;897364;7.940447968;;;
1165;10403812;897364;7.940447968;;;
1166;10403812;897364;7.940447968;;;
1167;10403812;897364;7.940447968;;;
1168;10403812;897364;7.940447968;;;
1169;10403812;897364;7.940447968;;;
1170;10403812;897364;7.940447968;;;
1171;10403812;897364;7.940447968;;;
1172;10403812;897364;7.940447968;;;
1173;10403804;897372;7.940518757;;;
1174;10403804;897372;7.940518757;;;
1175;10403804;897372;7.940518757;;;
1176;10403804;897372;7.940518757;;;
1177;10403804;897372;7.940518757;;;
1178;10403804;897372;7.940518757;;;
1179;10403804;897372;7.940518757;;;
1180;10403804;897372;7.940518757;;;
1181;10403804;897372;7.940518757;;;
1182;10403804;897372;7.940518757;;;
1183;10403804;897372;7.940518757;;;
1184;10403804;897372;7.940518757;;;
1185;10403804;897372;7.940518757;;;
1186;10403804;897372;7.940518757;;;
1187;10403812;897364;7.940447968;;;
1188;10403812;897364;7.940447968;;;
1189;10403812;897364;7.940447968;;;
1190;10403812;897364;7.940447968;;;
1191;10403812;897364;7.940447968;;;
1192;10403812;897364;7.940447968;;;
1193;10403812;897364;7.940447968;;;
1194;10403812;897364;7.940447968;;;
1195;10403812;897364;7.940447968;;;
1196;10403812;897364;7.940447968;;;
1197;10403812;897364;7.940447968;;;
1198;10403812;897364;7.940447968;;;
1199;10403812;897364;7.940447968;;;
1200;10403812;897364;7.940447968;;;
1201;10403812;897364;7.940447968;;;
1202;10403812;897364;7.940447968;;;
1203;10403812;897364;7.940447968;;;
1204;10403812;897364;7.940447968;;;
1205;10403812;897364;7.940447968;;;
1206;10403812;897364;7.940447968;;;
1207;10403812;897364;7.940447968;;;
1208;10403812;897364;7.940447968;;;
1209;10403812;897364;7.940447968;;;
1210;10403688;897488;7.941545198;;;
1211;10403688;897488;7.941545198;;;
1212;10403688;897488;7.941545198;;;
1213;10403688;897488;7.941545198;;;
1214;10403688;897488;7.941545198;;;
1215;10403688;897488;7.941545198;;;
1216;10403688;897488;7.941545198;;;
1217;10403688;897488;7.941545198;;;
1218;10403688;897488;7.941545198;;;
1219;10403688;897488;7.941545198;;;
1220;10403688;897488;7.941545198;;;
1221;10403688;897488;7.941545198;;;
1222;10403688;897488;7.941545198;;;
1223;10403688;897488;7.941545198;;;
1224;10403688;897488;7.941545198;;;
1225;10403688;897488;7.941545198;;;
1226;10403688;897488;7.941545198;;;
1227;10403688;897488;7.941545198;;;
1228;10403688;897488;7.941545198;;;
1229;10403688;897488;7.941545198;;;
1230;10403688;897488;7.941545198;;;
1231;10403688;897488;7.941545198;;;
1232;10403688;897488;7.941545198;;;
1233;10403688;897488;7.941545198;;;
1234;10403688;897488;7.941545198;;;
1235;10403688;897488;7.941545198;;;
1236;10403688;897488;7.941545198;;;
1237;10403688;897488;7.941545198;;;
1238;10403688;897488;7.941545198;;;
1239;10403688;897488;7.941545198;;;
1240;10403688;897488;7.941545198;;;
1241;10403688;897488;7.941545198;;;
1242;10403688;897488;7.941545198;;;
1243;10403688;897488;7.941545198;;;
1244;10403688;897488;7.941545198;;;
1245;10403688;897488;7.941545198;;;
1246;10403688;897488;7.941545198;;;
1247;10403688;897488;7.941545198;;;
1248;10403688;897488;7.941545198;;;
1249;10403688;897488;7.941545198;;;
1250;10403688;897488;7.941545198;;;
1251;10403688;897488;7.941545198;;;
1252;10403688;897488;7.941545198;;;
1253;10403688;897488;7.941545198;;;
1254;10403688;897488;7.941545198;;;
1255;10403688;897488;7.941545198;;;
1256;10403688;897488;7.941545198;;;
1257;10403688;897488;7.941545198;;;
1258;10403688;897488;7.941545198;;;
1259;10403688;897488;7.941545198;;;
1260;10403688;897488;7.941545198;;;
1261;10403688;897488;7.941545198;;;
1262;10403688;897488;7.941545198;;;
1263;10403688;897488;7.941545198;;;
1264;10403688;897488;7.941545198;;;
1265;10403688;897488;7.941545198;;;
1266;10403688;897488;7.941545198;;;
1267;10403688;897488;7.941545198;;;
1268;10403688;897488;7.941545198;;;
1269;10403688;897488;7.941545198;;;
1270;10403688;897488;7.941545198;;;
1271;10403688;897488;7.941545198;;;
1272;10403688;897488;7.941545198;;;
1273;10403688;897488;7.941545198;;;
1274;10403688;897488;7.941545198;;;
1275;10403688;897488;7.941545198;;;
1276;10403688;897488;7.941545198;;;
1277;10403688;897488;7.941545198;;;
1278;10403688;897488;7.941545198;;;
1279;10403688;897488;7.941545198;;;
1280;10403688;897488;7.941545198;;;
1281;10403688;897488;7.941545198;;;
1282;10403688;897488;7.941545198;;;
1283;10403688;897488;7.941545198;;;
1284;10403688;897488;7.941545198;;;
1285;10403688;897488;7.941545198;;;
1286;10403688;897488;7.941545198;;;
1287;10403688;897488;7.941545198;;;
1288;10403688;897488;7.941545198;;;
1289;10403688;897488;7.941545198;;;
1290;10403688;897488;7.941545198;;;
1291;10403688;897488;7.941545198;;;
1292;10403688;897488;7.941545198;;;
1293;10403688;897488;7.941545198;;;
1294;10403688;897488;7.941545198;;;
1295;10403688;897488;7.941545198;;;
1296;10403688;897488;7.941545198;;;
1297;10403688;897488;7.941545198;;;
1298;10403688;897488;7.941545198;;;
1299;10403688;897488;7.941545198;;;
1300;10403688;897488;7.941545198;;;
1301;10403688;897488;7.941545198;;;
1302;10403688;897488;7.941545198;;;
1303;10403688;897488;7.941545198;;;
1304;10403688;897488;7.941545198;;;
1305;10403688;897488;7.941545198;;;
1306;10403564;897612;7.942642429;;;
1307;10403564;897612;7.942642429;;;
1308;10403564;897612;7.942642429;;;
1309;10403564;897612;7.942642429;;;
1310;10403564;897612;7.942642429;;;
1311;10403564;897612;7.942642429;;;
1312;10403564;897612;7.942642429;;;
1313;10403564;897612;7.942642429;;;
1314;10403564;897612;7.942642429;;;
1315;10403564;897612;7.942642429;;;
1316;10403564;897612;7.942642429;;;
1317;10403564;897612;7.942642429;;;
1318;10403564;897612;7.942642429;;;
1319;10403572;897604;7.94257164;;;
1320;10403572;897604;7.94257164;;;
1321;10403572;897604;7.94257164;;;
1322;10403572;897604;7.94257164;;;
1323;10403572;897604;7.94257164;;;
1324;10403572;897604;7.94257164;;;
1325;10403572;897604;7.94257164;;;
1326;10403572;897604;7.94257164;;;
1327;10403572;897604;7.94257164;;;
1328;10403572;897604;7.94257164;;;
1329;10403572;897604;7.94257164;;;
1330;10403572;897604;7.94257164;;;
1331;10403572;897604;7.94257164;;;
1332;10403572;897604;7.94257164;;;
1333;10403572;897604;7.94257164;;;
1334;10403572;897604;7.94257164;;;
1335;10403572;897604;7.94257164;;;
1336;10403572;897604;7.94257164;;;
1337;10403572;897604;7.94257164;;;
1338;10403572;897604;7.94257164;;;
1339;10403572;897604;7.94257164;;;
1340;10403572;897604;7.94257164;;;
1341;10403572;897604;7.94257164;;;
1342;10403572;897604;7.94257164;;;
1343;10403572;897604;7.94257164;;;
1344;10403572;897604;7.94257164;;;
1345;10403572;897604;7.94257164;;;
1346;10403572;897604;7.94257164;;;
1347;10403572;897604;7.94257164;;;
1348;10403572;897604;7.94257164;;;
1349;10403572;897604;7.94257164;;;
1350;10403572;897604;7.94257164;;;
1351;10403572;897604;7.94257164;;;
1352;10403572;897604;7.94257164;;;
1353;10403572;897604;7.94257164;;;
1354;10403572;897604;7.94257164;;;
1355;10403572;897604;7.94257164;;;
1356;10403572;897604;7.94257164;;;
1357;10403572;897604;7.94257164;;;
1358;10403572;897604;7.94257164;;;
1359;10403572;897604;7.94257164;;;
1360;10403572;897604;7.94257164;;;
1361;10403572;897604;7.94257164;;;
1362;10403572;897604;7.94257164;;;
1363;10403572;897604;7.94257164;;;
1364;10403572;897604;7.94257164;;;
1365;10403572;897604;7.94257164;;;
1366;10403572;897604;7.94257164;;;
1367;10403572;897604;7.94257164;;;
1368;10403572;897604;7.94257164;;;
1369;10403572;897604;7.94257164;;;
1370;10403572;897604;7.94257164;;;
1371;10403572;897604;7.94257164;;;
1372;10403572;897604;7.94257164;;;
1373;10403572;897604;7.94257164;;;
1374;10403572;897604;7.94257164;;;
1375;10403572;897604;7.94257164;;;
1376;10403572;897604;7.94257164;;;
1377;10403572;897604;7.94257164;;;
1378;10403572;897604;7.94257164;;;
1379;10403572;897604;7.94257164;;;
1380;10403572;897604;7.94257164;;;
1381;10403572;897604;7.94257164;;;
1382;10403572;897604;7.94257164;;;
1383;10403572;897604;7.94257164;;;
1384;10403572;897604;7.94257164;;;
1385;10403572;897604;7.94257164;;;
1386;10403572;897604;7.94257164;;;
1387;10403572;897604;7.94257164;;;
1388;10403572;897604;7.94257164;;;
1389;10403572;897604;7.94257164;;;
1390;10403572;897604;7.94257164;;;
1391;10403572;897604;7.94257164;;;
1392;10403572;897604;7.94257164;;;
1393;10403572;897604;7.94257164;;;
1394;10403572;897604;7.94257164;;;
1395;10403448;897728;7.943668871;;;
1396;10403448;897728;7.943668871;;;
1397;10403448;897728;7.943668871;;;
1398;10403448;897728;7.943668871;;;
1399;10403448;897728;7.943668871;;;
1400;10403448;897728;7.943668871;;;
1401;10403448;897728;7.943668871;;;
1402;10403448;897728;7.943668871;;;
1403;10403448;897728;7.943668871;;;
1404;10403448;897728;7.943668871;;;
1405;10403448;897728;7.943668871;;;
1406;10403448;897728;7.943668871;;;
1407;10403448;897728;7.943668871;;;
1408;10403448;897728;7.943668871;;;
1409;10403448;897728;7.943668871;;;
1410;10403448;897728;7.943668871;;;
1411;10403448;897728;7.943668871;;;
1412;10403448;897728;7.943668871;;;
1413;10403448;897728;7.943668871;;;
1414;10403448;897728;7.943668871;;;
1415;10403448;897728;7.943668871;;;
1416;10403448;897728;7.943668871;;;
1417;10403448;897728;7.943668871;;;
1418;10403448;897728;7.943668871;;;
1419;10403448;897728;7.943668871;;;
1420;10403448;897728;7.943668871;;;
1421;10403448;897728;7.943668871;;;
1422;10403448;897728;7.943668871;;;
1423;10403448;897728;7.943668871;;;
1424;10403448;897728;7.943668871;;;
1425;10403448;897728;7.943668871;;;
1426;10403448;897728;7.943668871;;;
1427;10403448;897728;7.943668871;;;
1428;10403448;897728;7.943668871;;;
1429;10403448;897728;7.943668871;;;
1430;10403448;897728;7.943668871;;;
1431;10403448;897728;7.943668871;;;
1432;10403448;897728;7.943668871;;;
1433;10403448;897728;7.943668871;;;
1434;10403448;897728;7.943668871;;;
1435;10403448;897728;7.943668871;;;
1436;10403448;897728;7.943668871;;;
1437;10403448;897728;7.943668871;;;
1438;10403448;897728;7.943668871;;;
1439;10403448;897728;7.943668871;;;
1440;10403448;897728;7.943668871;;;
1441;10403448;897728;7.943668871;;;
1442;10403448;897728;7.943668871;;;
1443;10403448;897728;7.943668871;;;
1444;10403448;897728;7.943668871;;;
1445;10403448;897728;7.943668871;;;
1446;10403448;897728;7.943668871;;;
1447;10403448;897728;7.943668871;;;
1448;10403448;897728;7.943668871;;;
1449;10403448;897728;7.943668871;;;
1450;10403448;897728;7.943668871;;;
1451;10403448;897728;7.943668871;;;
1452;10403448;897728;7.943668871;;;
1453;10403448;897728;7.943668871;;;
1454;10403448;897728;7.943668871;;;
1455;10403448;897728;7.943668871;;;
1456;10403448;897728;7.943668871;;;
1457;10403448;897728;7.943668871;;;
1458;10403448;897728;7.943668871;;;
1459;10403448;897728;7.943668871;;;
1460;10403448;897728;7.943668871;;;
1461;10403448;897728;7.943668871;;;
1462;10403448;897728;7.943668871;;;
1463;10403448;897728;7.943668871;;;
1464;10403448;897728;7.943668871;;;
1465;10403448;897728;7.943668871;;;
1466;10403448;897728;7.943668871;;;
1467;10403448;897728;7.943668871;;;
1468;10403448;897728;7.943668871;;;
1469;10403448;897728;7.943668871;;;
1470;10403448;897728;7.943668871;;;
1471;10403448;897728;7.943668871;;;
1472;10403448;897728;7.943668871;;;
1473;10403448;897728;7.943668871;;;
1474;10403448;897728;7.943668871;;;
1475;10403448;897728;7.943668871;;;
1476;10403448;897728;7.943668871;;;
1477;10403448;897728;7.943668871;;;
1478;10403448;897728;7.943668871;;;
1479;10403448;897728;7.943668871;;;
1480;10403448;897728;7.943668871;;;
1481;10403448;897728;7.943668871;;;
1482;10403448;897728;7.943668871;;;
1483;10403448;897728;7.943668871;;;
1484;10403448;897728;7.943668871;;;
1485;10403448;897728;7.943668871;;;
1486;10403448;897728;7.943668871;;;
1487;10403448;897728;7.943668871;;;
1488;10403448;897728;7.943668871;;;
1489;10403448;897728;7.943668871;;;
1490;10403324;897852;7.944766102;;;
1491;10403324;897852;7.944766102;;;
1492;10403324;897852;7.944766102;;;
1493;10403324;897852;7.944766102;;;
1494;10403324;897852;7.944766102;;;
1495;10403324;897852;7.944766102;;;
1496;10403324;897852;7.944766102;;;
1497;10403324;897852;7.944766102;;;
1498;10403324;897852;7.944766102;;;
1499;10403324;897852;7.944766102;;;
1500;10403324;897852;7.944766102;;;
1501;10403324;897852;7.944766102;;;
1502;10403324;897852;7.944766102;;;
1503;10403324;897852;7.944766102;;;
1504;10403324;897852;7.944766102;;;
1505;10403324;897852;7.944766102;;;
1506;10403324;897852;7.944766102;;;
1507;10403324;897852;7.944766102;;;
1508;10403324;897852;7.944766102;;;
1509;10403324;897852;7.944766102;;;
1510;10403324;897852;7.944766102;;;
1511;10403324;897852;7.944766102;;;
1512;10403324;897852;7.944766102;;;
1513;10403324;897852;7.944766102;;;
1514;10403324;897852;7.944766102;;;
1515;10403324;897852;7.944766102;;;
1516;10403324;897852;7.944766102;;;
1517;10403324;897852;7.944766102;;;
1518;10403324;897852;7.944766102;;;
1519;10403324;897852;7.944766102;;;
1520;10403324;897852;7.944766102;;;
1521;10403324;897852;7.944766102;;;
1522;10403324;897852;7.944766102;;;
1523;10403324;897852;7.944766102;;;
1524;10403324;897852;7.944766102;;;
1525;10403324;897852;7.944766102;;;
1526;10403324;897852;7.944766102;;;
1527;10403324;897852;7.944766102;;;
1528;10403324;897852;7.944766102;;;
1529;10403324;897852;7.944766102;;;
1530;10403324;897852;7.944766102;;;
1531;10403324;897852;7.944766102;;;
1532;10403324;897852;7.944766102;;;
1533;10403324;897852;7.944766102;;;
1534;10403324;897852;7.944766102;;;
1535;10403324;897852;7.944766102;;;
1536;10403324;897852;7.944766102;;;
1537;10403324;897852;7.944766102;;;
1538;10403324;897852;7.944766102;;;
1539;10403324;897852;7.944766102;;;
1540;10403324;897852;7.944766102;;;
1541;10403324;897852;7.944766102;;;
1542;10403324;897852;7.944766102;;;
1543;10403324;897852;7.944766102;;;
1544;10403324;897852;7.944766102;;;
1545;10403324;897852;7.944766102;;;
1546;10403324;897852;7.944766102;;;
1547;10403324;897852;7.944766102;;;
1548;10403324;897852;7.944766102;;;
1549;10403324;897852;7.944766102;;;
1550;10403324;897852;7.944766102;;;
1551;10403324;897852;7.944766102;;;
1552;10403324;897852;7.944766102;;;
1553;10403324;897852;7.944766102;;;
1554;10403324;897852;7.944766102;;;
1555;10403324;897852;7.944766102;;;
1556;10403324;897852;7.944766102;;;
1557;10403324;897852;7.944766102;;;
1558;10403324;897852;7.944766102;;;
1559;10403324;897852;7.944766102;;;
1560;10403324;897852;7.944766102;;;
1561;10403324;897852;7.944766102;;;
1562;10403324;897852;7.944766102;;;
1563;10403324;897852;7.944766102;;;
1564;10403324;897852;7.944766102;;;
1565;10403324;897852;7.944766102;;;
1566;10403324;897852;7.944766102;;;
1567;10403324;897852;7.944766102;;;
1568;10403324;897852;7.944766102;;;
1569;10403324;897852;7.944766102;;;
1570;10403324;897852;7.944766102;;;
1571;10403324;897852;7.944766102;;;
1572;10403324;897852;7.944766102;;;
1573;10403308;897868;7.94490768;;;
1574;10403316;897860;7.944836891;;;
1575;10403324;897852;7.944766102;;;
1576;10403324;897852;7.944766102;;;
